Timestamp,Open,High,Low,Close,Volume,Symbol,Exchange,Timestamp
2018-01-24,10799.18,11570.48,10500.0,11350.0,25385.61,BTC.USDT,Binance,2018-01-24
2018-01-25,11349.99,11794.05,10950.21,11175.27,19534.52,BTC.USDT,Binance,2018-01-25
2018-01-26,11175.27,11643.0,10311.15,11089.0,30454.62,BTC.USDT,Binance,2018-01-26
2018-01-27,11089.0,11650.0,10842.69,11498.31,17752.21,BTC.USDT,Binance,2018-01-27
2018-01-28,11498.31,12244.0,11408.0,11879.95,15989.57,BTC.USDT,Binance,2018-01-28
2018-01-29,11879.95,11975.02,11139.55,11251.0,13396.35,BTC.USDT,Binance,2018-01-29
2018-01-30,11251.0,11308.42,9900.0,10237.51,23705.37,BTC.USDT,Binance,2018-01-30
2018-01-31,10237.51,10425.85,9700.0,10285.1,16790.52,BTC.USDT,Binance,2018-01-31
2018-02-01,10285.1,10335.0,8750.99,9224.52,31291.48,BTC.USDT,Binance,2018-02-01
2018-02-02,9224.52,9250.0,8010.02,8873.03,45683.92,BTC.USDT,Binance,2018-02-02
2018-02-03,8873.03,9473.01,8229.0,9199.96,26861.87,BTC.USDT,Binance,2018-02-03
2018-02-04,9199.96,9368.0,7930.0,8184.81,29653.19,BTC.USDT,Binance,2018-02-04
2018-02-05,8184.81,8382.8,6625.0,6939.99,56551.1,BTC.USDT,Binance,2018-02-05
2018-02-06,6939.99,7878.0,6000.01,7652.14,88573.43,BTC.USDT,Binance,2018-02-06
2018-02-07,7652.14,8476.0,7150.01,7599.0,55738.8,BTC.USDT,Binance,2018-02-07
2018-02-08,7599.0,7844.0,7572.09,7784.02,1376.8,BTC.USDT,Binance,2018-02-08
2018-02-09,7784.02,8738.0,7784.02,8683.92,19100.17,BTC.USDT,Binance,2018-02-09
2018-02-10,8683.92,9065.78,8120.0,8533.98,45048.99,BTC.USDT,Binance,2018-02-10
2018-02-11,8533.98,8549.0,7726.53,8063.88,41338.22,BTC.USDT,Binance,2018-02-11
2018-02-12,8063.88,8989.0,8053.0,8903.0,38398.92,BTC.USDT,Binance,2018-02-12
2018-02-13,8903.0,8950.0,8351.0,8539.9,32588.8,BTC.USDT,Binance,2018-02-13
2018-02-14,8539.9,9489.6,8533.0,9449.99,37166.09,BTC.USDT,Binance,2018-02-14
2018-02-15,9449.99,10219.5,9301.5,10000.09,47105.76,BTC.USDT,Binance,2018-02-15
2018-02-16,10000.09,10323.37,9666.0,10159.98,35216.36,BTC.USDT,Binance,2018-02-16
2018-02-17,10159.98,11075.07,10050.0,11039.55,38435.94,BTC.USDT,Binance,2018-02-17
2018-02-18,11039.55,11274.0,10080.0,10388.87,55159.58,BTC.USDT,Binance,2018-02-18
2018-02-19,10383.43,11250.0,10270.33,11153.0,35933.51,BTC.USDT,Binance,2018-02-19
2018-02-20,11153.0,11786.01,11100.59,11200.99,42976.9,BTC.USDT,Binance,2018-02-20
2018-02-21,11200.99,11304.03,10200.0,10437.6,60698.11,BTC.USDT,Binance,2018-02-21
2018-02-22,10437.6,10933.44,9679.0,9812.0,60160.28,BTC.USDT,Binance,2018-02-22
2018-02-23,9811.04,10435.0,9570.19,10131.04,51699.13,BTC.USDT,Binance,2018-02-23
2018-02-24,10131.04,10496.97,9352.0,9694.51,37601.32,BTC.USDT,Binance,2018-02-24
2018-02-25,9694.51,9847.0,9274.8,9590.0,26646.08,BTC.USDT,Binance,2018-02-25
2018-02-26,9590.0,10444.32,9350.0,10324.0,31829.46,BTC.USDT,Binance,2018-02-26
2018-02-27,10324.0,10870.0,10121.0,10569.04,28490.63,BTC.USDT,Binance,2018-02-27
2018-02-28,10569.04,11098.0,10300.0,10326.76,28318.19,BTC.USDT,Binance,2018-02-28
2018-03-01,10326.76,11060.41,10240.0,10920.0,23394.5,BTC.USDT,Binance,2018-03-01
2018-03-02,10920.0,11200.0,10770.0,11039.0,22326.97,BTC.USDT,Binance,2018-03-02
2018-03-03,11039.0,11544.0,11015.01,11464.48,20044.83,BTC.USDT,Binance,2018-03-03
2018-03-04,11464.48,11565.0,11050.02,11515.0,16252.37,BTC.USDT,Binance,2018-03-04
2018-03-05,11515.0,11710.0,11415.01,11454.0,14276.07,BTC.USDT,Binance,2018-03-05
2018-03-06,11454.0,11455.0,10555.48,10716.48,27488.54,BTC.USDT,Binance,2018-03-06
2018-03-07,10716.48,10899.0,9389.31,9910.0,42833.84,BTC.USDT,Binance,2018-03-07
2018-03-08,9910.0,10099.0,9060.0,9271.64,37156.84,BTC.USDT,Binance,2018-03-08
2018-03-09,9271.64,9410.0,8329.0,9227.0,58314.31,BTC.USDT,Binance,2018-03-09
2018-03-10,9227.0,9490.0,8667.07,8770.22,34235.3,BTC.USDT,Binance,2018-03-10
2018-03-11,8770.22,9739.18,8450.0,9533.57,40514.46,BTC.USDT,Binance,2018-03-11
2018-03-12,9533.57,9888.88,8780.0,9131.22,37368.44,BTC.USDT,Binance,2018-03-12
2018-03-13,9131.34,9474.0,8823.0,9150.0,36864.04,BTC.USDT,Binance,2018-03-13
2018-03-14,9150.0,9333.78,7900.28,8170.0,44449.41,BTC.USDT,Binance,2018-03-14
2018-03-15,8170.0,8430.0,7650.0,8240.98,46635.96,BTC.USDT,Binance,2018-03-15
2018-03-16,8240.98,8611.64,7900.0,8260.0,35584.81,BTC.USDT,Binance,2018-03-16
2018-03-17,8260.0,8348.62,7721.99,7824.8,30758.47,BTC.USDT,Binance,2018-03-17
2018-03-18,7824.8,8317.4,7322.0,8189.99,52990.19,BTC.USDT,Binance,2018-03-18
2018-03-19,8189.99,8705.23,8088.4,8600.0,49737.89,BTC.USDT,Binance,2018-03-19
2018-03-20,8600.0,9050.0,8280.0,8909.98,41477.45,BTC.USDT,Binance,2018-03-20
2018-03-21,8909.98,9177.01,8750.6,8885.0,36819.81,BTC.USDT,Binance,2018-03-21
2018-03-22,8885.0,9100.0,8465.1,8722.9,37296.04,BTC.USDT,Binance,2018-03-22
2018-03-23,8722.9,8909.0,8269.0,8898.03,36943.0,BTC.USDT,Binance,2018-03-23
2018-03-24,8898.03,8999.95,8491.0,8546.86,33068.56,BTC.USDT,Binance,2018-03-24
2018-03-25,8546.86,8669.85,8365.77,8470.15,27184.64,BTC.USDT,Binance,2018-03-25
2018-03-26,8470.15,8514.89,7831.0,8134.23,39920.48,BTC.USDT,Binance,2018-03-26
2018-03-27,8134.23,8215.94,7730.0,7795.51,34554.36,BTC.USDT,Binance,2018-03-27
2018-03-28,7795.51,8109.0,7728.0,7949.3,24866.87,BTC.USDT,Binance,2018-03-28
2018-03-29,7949.3,7975.0,6941.11,7090.14,49271.03,BTC.USDT,Binance,2018-03-29
2018-03-30,7090.14,7292.43,6600.28,6840.23,58906.55,BTC.USDT,Binance,2018-03-30
2018-03-31,6840.23,7223.36,6777.0,6923.91,34014.7,BTC.USDT,Binance,2018-03-31
2018-04-01,6923.91,7049.98,6430.0,6813.01,40263.37,BTC.USDT,Binance,2018-04-01
2018-04-02,6813.01,7125.0,6765.0,7056.0,29932.66,BTC.USDT,Binance,2018-04-02
2018-04-03,7056.0,7520.0,7011.01,7405.21,35371.14,BTC.USDT,Binance,2018-04-03
2018-04-04,7405.21,7427.52,6707.0,6796.1,38576.06,BTC.USDT,Binance,2018-04-04
2018-04-05,6796.1,6902.0,6566.69,6770.76,36076.98,BTC.USDT,Binance,2018-04-05
2018-04-06,6770.76,6850.0,6500.0,6601.39,25462.58,BTC.USDT,Binance,2018-04-06
2018-04-07,6601.39,7070.0,6586.28,6895.8,30015.34,BTC.USDT,Binance,2018-04-07
2018-04-08,6895.8,7109.13,6880.0,7018.0,20313.27,BTC.USDT,Binance,2018-04-08
2018-04-09,7018.0,7185.0,6611.0,6782.72,30915.42,BTC.USDT,Binance,2018-04-09
2018-04-10,6782.72,6890.0,6656.0,6843.9,20936.25,BTC.USDT,Binance,2018-04-10
2018-04-11,6843.9,6990.0,6787.0,6953.79,22782.18,BTC.USDT,Binance,2018-04-11
2018-04-12,6953.79,8000.63,6743.2,7923.0,52462.81,BTC.USDT,Binance,2018-04-12
2018-04-13,7923.0,8233.39,7732.0,7877.41,48966.27,BTC.USDT,Binance,2018-04-13
2018-04-14,7877.41,8186.0,7810.0,7999.01,29396.9,BTC.USDT,Binance,2018-04-14
2018-04-15,7999.01,8429.54,7999.01,8355.0,25387.49,BTC.USDT,Binance,2018-04-15
2018-04-16,8355.0,8419.0,7867.0,8064.92,32793.47,BTC.USDT,Binance,2018-04-16
2018-04-17,8064.92,8173.7,7825.4,7885.02,29361.86,BTC.USDT,Binance,2018-04-17
2018-04-18,7885.02,8236.43,7868.0,8173.0,24598.08,BTC.USDT,Binance,2018-04-18
2018-04-19,8173.0,8296.0,8080.0,8278.0,25235.04,BTC.USDT,Binance,2018-04-19
2018-04-20,8278.0,8930.0,8177.09,8856.98,35930.64,BTC.USDT,Binance,2018-04-20
2018-04-21,8856.98,9035.0,8565.0,8915.31,37486.38,BTC.USDT,Binance,2018-04-21
2018-04-22,8915.31,9020.67,8727.68,8787.02,27128.97,BTC.USDT,Binance,2018-04-22
2018-04-23,8787.02,8985.0,8745.0,8934.01,24369.66,BTC.USDT,Binance,2018-04-23
2018-04-24,8934.01,9731.01,8922.0,9622.02,42239.31,BTC.USDT,Binance,2018-04-24
2018-04-25,9619.99,9759.82,8730.0,8869.99,72185.81,BTC.USDT,Binance,2018-04-25
2018-04-26,8869.99,9307.48,8651.62,9266.0,39468.03,BTC.USDT,Binance,2018-04-26
2018-04-27,9266.0,9395.0,8889.0,8915.35,34350.82,BTC.USDT,Binance,2018-04-27
2018-04-28,8915.35,9427.48,8870.0,9348.0,32021.91,BTC.USDT,Binance,2018-04-28
2018-04-29,9348.0,9570.51,9163.74,9419.0,35323.73,BTC.USDT,Binance,2018-04-29
2018-04-30,9419.0,9458.64,9124.99,9246.01,32200.03,BTC.USDT,Binance,2018-04-30
2018-05-01,9246.01,9248.99,8800.49,9071.48,37420.61,BTC.USDT,Binance,2018-05-01
2018-05-02,9071.48,9268.0,8970.2,9247.84,24261.11,BTC.USDT,Binance,2018-05-02
2018-05-03,9247.84,9844.0,9168.4,9750.0,35823.63,BTC.USDT,Binance,2018-05-03
2018-05-04,9750.0,9830.04,9520.85,9713.99,26514.27,BTC.USDT,Binance,2018-05-04
2018-05-05,9713.99,10020.0,9682.0,9864.0,23037.14,BTC.USDT,Binance,2018-05-05
2018-05-06,9864.0,9970.0,9417.03,9659.01,25845.38,BTC.USDT,Binance,2018-05-06
2018-05-07,9659.01,9689.67,9181.0,9365.0,31217.86,BTC.USDT,Binance,2018-05-07
2018-05-08,9365.0,9475.7,9060.54,9184.0,23665.43,BTC.USDT,Binance,2018-05-08
2018-05-09,9187.56,9390.0,8965.0,9310.0,24142.49,BTC.USDT,Binance,2018-05-09
2018-05-10,9310.0,9395.12,8970.0,9002.2,23030.82,BTC.USDT,Binance,2018-05-10
2018-05-11,9002.2,9016.8,8341.0,8400.0,43341.84,BTC.USDT,Binance,2018-05-11
2018-05-12,8400.0,8646.88,8153.0,8465.94,37239.64,BTC.USDT,Binance,2018-05-12
2018-05-13,8465.94,8763.36,8299.49,8679.71,23839.79,BTC.USDT,Binance,2018-05-13
2018-05-14,8679.71,8879.99,8277.0,8663.34,33985.62,BTC.USDT,Binance,2018-05-14
2018-05-15,8663.34,8859.99,8401.3,8462.0,24109.53,BTC.USDT,Binance,2018-05-15
2018-05-16,8462.0,8488.0,8083.01,8330.0,26918.99,BTC.USDT,Binance,2018-05-16
2018-05-17,8330.0,8464.0,7979.0,8041.46,22070.3,BTC.USDT,Binance,2018-05-17
2018-05-18,8041.46,8273.21,7911.9,8239.81,21838.33,BTC.USDT,Binance,2018-05-18
2018-05-19,8239.81,8390.8,8095.73,8233.49,16146.96,BTC.USDT,Binance,2018-05-19
2018-05-20,8233.49,8609.0,8163.9,8526.98,18721.24,BTC.USDT,Binance,2018-05-20
2018-05-21,8526.98,8589.0,8305.0,8381.24,19998.32,BTC.USDT,Binance,2018-05-21
2018-05-22,8381.24,8400.18,7935.11,7977.11,22045.73,BTC.USDT,Binance,2018-05-22
2018-05-23,7977.11,8031.9,7425.0,7501.95,38947.89,BTC.USDT,Binance,2018-05-23
2018-05-24,7501.95,7730.73,7266.99,7575.01,34515.84,BTC.USDT,Binance,2018-05-24
2018-05-25,7575.01,7649.55,7308.15,7457.0,24785.5,BTC.USDT,Binance,2018-05-25
2018-05-26,7457.0,7620.0,7300.0,7333.96,18281.18,BTC.USDT,Binance,2018-05-26
2018-05-27,7333.96,7400.0,7231.11,7338.99,17587.31,BTC.USDT,Binance,2018-05-27
2018-05-28,7338.99,7437.0,7058.02,7099.0,25174.08,BTC.USDT,Binance,2018-05-28
2018-05-29,7099.0,7540.0,7032.95,7461.29,36056.86,BTC.USDT,Binance,2018-05-29
2018-05-30,7461.29,7569.0,7260.5,7375.96,29974.32,BTC.USDT,Binance,2018-05-30
2018-05-31,7375.96,7651.01,7327.51,7485.01,28617.57,BTC.USDT,Binance,2018-05-31
2018-06-01,7485.01,7608.55,7355.54,7521.01,26661.71,BTC.USDT,Binance,2018-06-01
2018-06-02,7521.01,7697.33,7437.0,7640.03,25360.71,BTC.USDT,Binance,2018-06-02
2018-06-03,7640.03,7786.69,7600.0,7714.26,25954.74,BTC.USDT,Binance,2018-06-03
2018-06-04,7714.26,7760.52,7446.5,7487.0,30103.36,BTC.USDT,Binance,2018-06-04
2018-06-05,7487.0,7679.49,7358.0,7625.0,28444.14,BTC.USDT,Binance,2018-06-05
2018-06-06,7625.0,7699.0,7467.05,7658.84,25975.09,BTC.USDT,Binance,2018-06-06
2018-06-07,7658.84,7765.0,7620.0,7691.08,24050.89,BTC.USDT,Binance,2018-06-07
2018-06-08,7691.08,7703.5,7531.0,7603.44,21943.48,BTC.USDT,Binance,2018-06-08
2018-06-09,7603.44,7683.98,7450.0,7491.73,18385.98,BTC.USDT,Binance,2018-06-09
2018-06-10,7491.73,7491.73,6622.81,6764.99,46345.2,BTC.USDT,Binance,2018-06-10
2018-06-11,6764.99,6922.0,6610.0,6872.0,32459.41,BTC.USDT,Binance,2018-06-11
2018-06-12,6872.0,6890.51,6435.0,6530.0,33509.64,BTC.USDT,Binance,2018-06-12
2018-06-13,6530.0,6627.6,6118.68,6292.78,41763.12,BTC.USDT,Binance,2018-06-13
2018-06-14,6292.78,6720.0,6260.0,6635.98,40272.35,BTC.USDT,Binance,2018-06-14
2018-06-15,6635.98,6666.66,6362.31,6388.9,28128.53,BTC.USDT,Binance,2018-06-15
2018-06-16,6388.9,6560.0,6320.86,6483.98,21157.78,BTC.USDT,Binance,2018-06-16
2018-06-17,6483.98,6589.03,6422.0,6449.61,19251.31,BTC.USDT,Binance,2018-06-17
2018-06-18,6449.61,6794.37,6380.0,6712.46,29675.51,BTC.USDT,Binance,2018-06-18
2018-06-19,6712.46,6841.74,6653.0,6741.21,23242.74,BTC.USDT,Binance,2018-06-19
2018-06-20,6741.21,6817.23,6551.81,6761.51,24856.17,BTC.USDT,Binance,2018-06-20
2018-06-21,6761.51,6795.0,6672.57,6718.84,24610.33,BTC.USDT,Binance,2018-06-21
2018-06-22,6718.84,6733.97,5918.94,6045.0,46190.22,BTC.USDT,Binance,2018-06-22
2018-06-23,6045.0,6260.0,6008.48,6149.98,25275.69,BTC.USDT,Binance,2018-06-23
2018-06-24,6149.98,6259.8,5750.0,6136.97,41296.18,BTC.USDT,Binance,2018-06-24
2018-06-25,6136.97,6350.0,6080.0,6252.0,36191.98,BTC.USDT,Binance,2018-06-25
2018-06-26,6252.0,6272.54,6035.0,6070.78,17954.65,BTC.USDT,Binance,2018-06-26
2018-06-27,6070.78,6190.43,5971.0,6133.73,18233.86,BTC.USDT,Binance,2018-06-27
2018-06-28,6133.73,6173.01,5827.0,5853.98,28898.22,BTC.USDT,Binance,2018-06-28
2018-06-29,5853.98,6300.0,5780.0,6197.92,30874.03,BTC.USDT,Binance,2018-06-29
2018-06-30,6197.92,6528.99,6186.03,6390.07,35066.33,BTC.USDT,Binance,2018-06-30
2018-07-01,6390.07,6441.06,6251.0,6356.81,25719.81,BTC.USDT,Binance,2018-07-01
2018-07-02,6356.81,6685.0,6271.62,6615.29,33026.95,BTC.USDT,Binance,2018-07-02
2018-07-03,6615.29,6679.35,6463.01,6513.86,35198.66,BTC.USDT,Binance,2018-07-03
2018-07-04,6513.86,6784.92,6441.11,6586.98,21412.98,BTC.USDT,Binance,2018-07-04
2018-07-05,6586.98,6700.0,6453.78,6529.2,32443.55,BTC.USDT,Binance,2018-07-05
2018-07-06,6529.2,6648.54,6425.0,6609.78,27529.34,BTC.USDT,Binance,2018-07-06
2018-07-07,6609.78,6818.16,6508.88,6756.98,21978.78,BTC.USDT,Binance,2018-07-07
2018-07-08,6756.98,6780.0,6668.0,6712.1,23296.28,BTC.USDT,Binance,2018-07-08
2018-07-09,6712.1,6802.06,6612.24,6662.12,24981.94,BTC.USDT,Binance,2018-07-09
2018-07-10,6662.12,6681.0,6263.0,6296.91,35210.77,BTC.USDT,Binance,2018-07-10
2018-07-11,6296.91,6406.0,6278.99,6378.07,27261.07,BTC.USDT,Binance,2018-07-11
2018-07-12,6378.07,6380.28,6070.0,6250.57,28442.93,BTC.USDT,Binance,2018-07-12
2018-07-13,6250.57,6350.0,6110.0,6214.57,24233.9,BTC.USDT,Binance,2018-07-13
2018-07-14,6214.57,6335.0,6178.0,6251.99,16980.84,BTC.USDT,Binance,2018-07-14
2018-07-15,6251.99,6395.0,6225.4,6353.01,22302.78,BTC.USDT,Binance,2018-07-15
2018-07-16,6353.01,6747.3,6330.4,6723.35,33547.54,BTC.USDT,Binance,2018-07-16
2018-07-17,6723.35,7452.0,6652.04,7317.44,44749.42,BTC.USDT,Binance,2018-07-17
2018-07-18,7317.44,7588.08,7225.38,7381.9,53379.35,BTC.USDT,Binance,2018-07-18
2018-07-19,7381.9,7573.99,7270.0,7466.21,38217.46,BTC.USDT,Binance,2018-07-19
2018-07-20,7466.21,7700.0,7273.0,7337.53,40701.57,BTC.USDT,Binance,2018-07-20
2018-07-21,7337.53,7458.47,7211.0,7398.78,27274.39,BTC.USDT,Binance,2018-07-21
2018-07-22,7398.78,7582.4,7335.5,7394.79,28538.74,BTC.USDT,Binance,2018-07-22
2018-07-23,7394.79,7829.0,7375.0,7721.01,38041.48,BTC.USDT,Binance,2018-07-23
2018-07-24,7721.01,8486.0,7696.0,8397.24,54851.84,BTC.USDT,Binance,2018-07-24
2018-07-25,8397.24,8491.77,8050.0,8175.64,44943.17,BTC.USDT,Binance,2018-07-25
2018-07-26,8175.64,8315.69,7850.06,7920.0,39535.19,BTC.USDT,Binance,2018-07-26
2018-07-27,7920.0,8285.0,7805.0,8188.57,40369.01,BTC.USDT,Binance,2018-07-27
2018-07-28,8188.57,8246.54,8067.0,8225.04,25222.34,BTC.USDT,Binance,2018-07-28
2018-07-29,8225.04,8294.51,8115.0,8211.0,24675.06,BTC.USDT,Binance,2018-07-29
2018-07-30,8211.0,8273.0,7866.0,8173.92,36011.52,BTC.USDT,Binance,2018-07-30
2018-07-31,8173.92,8180.0,7633.0,7730.93,43682.43,BTC.USDT,Binance,2018-07-31
2018-08-01,7730.93,7750.0,7430.0,7611.64,39394.76,BTC.USDT,Binance,2018-08-01
2018-08-02,7611.64,7702.71,7455.72,7525.71,33407.69,BTC.USDT,Binance,2018-08-02
2018-08-03,7525.71,7540.0,7282.44,7418.78,41280.01,BTC.USDT,Binance,2018-08-03
2018-08-04,7418.78,7494.81,6926.0,7009.84,32996.7,BTC.USDT,Binance,2018-08-04
2018-08-05,7009.84,7089.87,6882.29,7024.19,31146.24,BTC.USDT,Binance,2018-08-05
2018-08-06,7024.19,7160.0,6821.0,6934.82,30793.32,BTC.USDT,Binance,2018-08-06
2018-08-07,6934.82,7150.46,6670.0,6720.06,41214.02,BTC.USDT,Binance,2018-08-07
2018-08-08,6720.06,6721.54,6123.0,6285.0,53301.26,BTC.USDT,Binance,2018-08-08
2018-08-09,6285.0,6622.81,6178.6,6529.79,47729.05,BTC.USDT,Binance,2018-08-09
2018-08-10,6529.79,6575.88,6026.39,6144.01,52332.83,BTC.USDT,Binance,2018-08-10
2018-08-11,6144.01,6488.0,5982.0,6232.35,42144.49,BTC.USDT,Binance,2018-08-11
2018-08-12,6232.35,6472.3,6130.0,6308.33,34712.06,BTC.USDT,Binance,2018-08-12
2018-08-13,6308.33,6540.1,6145.04,6246.35,50100.77,BTC.USDT,Binance,2018-08-13
2018-08-14,6246.35,6250.33,5880.0,6188.08,44408.54,BTC.USDT,Binance,2018-08-14
2018-08-15,6188.08,6609.0,6172.11,6267.16,61848.78,BTC.USDT,Binance,2018-08-15
2018-08-16,6267.16,6480.0,6205.6,6311.75,45018.33,BTC.USDT,Binance,2018-08-16
2018-08-17,6311.75,6585.0,6285.4,6584.49,54348.71,BTC.USDT,Binance,2018-08-17
2018-08-18,6584.49,6620.0,6288.0,6387.96,50598.18,BTC.USDT,Binance,2018-08-18
2018-08-19,6387.96,6541.0,6300.0,6477.53,43738.26,BTC.USDT,Binance,2018-08-19
2018-08-20,6477.53,6530.0,6220.0,6254.84,46545.59,BTC.USDT,Binance,2018-08-20
2018-08-21,6254.84,6500.0,6235.08,6480.0,39854.49,BTC.USDT,Binance,2018-08-21
2018-08-22,6480.0,6882.54,6251.2,6360.89,67162.63,BTC.USDT,Binance,2018-08-22
2018-08-23,6360.89,6576.99,6342.28,6525.01,38250.32,BTC.USDT,Binance,2018-08-23
2018-08-24,6525.01,6725.0,6440.5,6681.64,35913.86,BTC.USDT,Binance,2018-08-24
2018-08-25,6681.64,6789.0,6650.61,6733.64,18091.61,BTC.USDT,Binance,2018-08-25
2018-08-26,6733.64,6775.27,6568.0,6700.0,18564.21,BTC.USDT,Binance,2018-08-26
2018-08-27,6700.0,6940.51,6646.5,6908.64,34508.75,BTC.USDT,Binance,2018-08-27
2018-08-28,6908.64,7135.0,6860.0,7076.11,44829.18,BTC.USDT,Binance,2018-08-28
2018-08-29,7076.11,7133.81,6912.34,7031.22,40220.91,BTC.USDT,Binance,2018-08-29
2018-08-30,7031.22,7063.63,6784.81,6984.84,41565.87,BTC.USDT,Binance,2018-08-30
2018-08-31,6984.84,7089.0,6888.0,7011.21,38515.35,BTC.USDT,Binance,2018-08-31
2018-09-01,7011.21,7275.0,7008.74,7200.01,37858.84,BTC.USDT,Binance,2018-09-01
2018-09-02,7200.01,7345.45,7127.0,7302.01,37719.06,BTC.USDT,Binance,2018-09-02
2018-09-03,7302.01,7338.28,7191.63,7263.02,30914.26,BTC.USDT,Binance,2018-09-03
2018-09-04,7263.02,7409.9,7227.17,7359.06,33876.24,BTC.USDT,Binance,2018-09-04
2018-09-05,7359.06,7397.3,6682.0,6700.0,57250.23,BTC.USDT,Binance,2018-09-05
2018-09-06,6700.0,6725.0,6286.05,6516.01,54232.17,BTC.USDT,Binance,2018-09-06
2018-09-07,6516.01,6544.0,6320.0,6395.54,37193.0,BTC.USDT,Binance,2018-09-07
2018-09-08,6395.54,6478.0,6111.0,6185.05,34684.08,BTC.USDT,Binance,2018-09-08
2018-09-09,6185.05,6441.0,6141.53,6250.81,34394.57,BTC.USDT,Binance,2018-09-09
2018-09-10,6250.81,6373.98,6221.0,6312.0,31429.19,BTC.USDT,Binance,2018-09-10
2018-09-11,6312.0,6404.0,6170.0,6294.91,31017.23,BTC.USDT,Binance,2018-09-11
2018-09-12,6294.91,6360.0,6192.37,6338.62,30266.86,BTC.USDT,Binance,2018-09-12
2018-09-13,6338.62,6535.0,6337.4,6487.38,38129.96,BTC.USDT,Binance,2018-09-13
2018-09-14,6487.38,6584.99,6385.62,6476.63,34777.26,BTC.USDT,Binance,2018-09-14
2018-09-15,6476.63,6565.45,6466.13,6514.96,24486.34,BTC.USDT,Binance,2018-09-15
2018-09-16,6514.96,6524.62,6375.13,6505.0,25675.79,BTC.USDT,Binance,2018-09-16
2018-09-17,6505.0,6533.84,6201.0,6248.69,33303.91,BTC.USDT,Binance,2018-09-17
2018-09-18,6248.69,6390.0,6224.98,6336.45,31411.52,BTC.USDT,Binance,2018-09-18
2018-09-19,6336.45,6517.7,6123.0,6391.89,34541.26,BTC.USDT,Binance,2018-09-19
2018-09-20,6391.89,6540.0,6325.0,6492.0,23631.22,BTC.USDT,Binance,2018-09-20
2018-09-21,6492.0,6784.86,6491.0,6759.02,47817.08,BTC.USDT,Binance,2018-09-21
2018-09-22,6759.02,6839.03,6627.0,6723.05,27339.77,BTC.USDT,Binance,2018-09-22
2018-09-23,6723.05,6788.23,6661.75,6708.0,29311.77,BTC.USDT,Binance,2018-09-23
2018-09-24,6708.0,6730.0,6557.0,6581.39,33414.49,BTC.USDT,Binance,2018-09-24
2018-09-25,6581.39,6584.01,6325.02,6447.54,38074.01,BTC.USDT,Binance,2018-09-25
2018-09-26,6447.54,6557.99,6380.0,6465.12,32046.99,BTC.USDT,Binance,2018-09-26
2018-09-27,6465.12,6750.0,6434.0,6689.13,31366.55,BTC.USDT,Binance,2018-09-27
2018-09-28,6689.13,6814.8,6540.88,6634.58,40167.47,BTC.USDT,Binance,2018-09-28
2018-09-29,6634.58,6636.0,6464.57,6596.38,29116.99,BTC.USDT,Binance,2018-09-29
2018-09-30,6596.38,6662.0,6533.0,6626.57,27030.58,BTC.USDT,Binance,2018-09-30
