Timestamp,Open,High,Low,Close,Volume
2018-12-29 23:00:00,0.008309,0.008407,0.008158,0.008184,231474
2018-12-30 00:00:00,0.008184,0.008262,0.008128,0.00825,225367
2018-12-30 01:00:00,0.00825,0.008268,0.008211,0.008224,115297
2018-12-30 02:00:00,0.008224,0.008291,0.008219,0.008279,109796
2018-12-30 03:00:00,0.008279,0.00828,0.008216,0.008223,115063
2018-12-30 04:00:00,0.008223,0.008288,0.008217,0.008277,100422
2018-12-30 05:00:00,0.008277,0.008286,0.008244,0.008256,95109
2018-12-30 06:00:00,0.008256,0.008268,0.008215,0.008224,104176
2018-12-30 07:00:00,0.008224,0.008234,0.008203,0.008232,90674
2018-12-30 08:00:00,0.008232,0.008299,0.008213,0.008297,111652
2018-12-30 09:00:00,0.008297,0.008313,0.008223,0.00825,166039
2018-12-30 10:00:00,0.00825,0.008321,0.008238,0.008321,98288
2018-12-30 11:00:00,0.008321,0.008326,0.008254,0.008267,125128
2018-12-30 12:00:00,0.008267,0.008292,0.00823,0.008241,134162
2018-12-30 13:00:00,0.008241,0.008258,0.008228,0.008239,92386
2018-12-30 14:00:00,0.008239,0.008272,0.00822,0.008272,108257
2018-12-30 15:00:00,0.008272,0.008297,0.008258,0.008278,107700
2018-12-30 16:00:00,0.008278,0.008278,0.008222,0.00824,84110
2018-12-30 17:00:00,0.00824,0.00826,0.008229,0.008248,100941
2018-12-30 18:00:00,0.008248,0.008291,0.008243,0.008276,110106
2018-12-30 19:00:00,0.008276,0.008301,0.008211,0.008226,127299
2018-12-30 20:00:00,0.008226,0.008305,0.008219,0.008233,127995
2018-12-30 21:00:00,0.008233,0.008274,0.008212,0.008219,130104
2018-12-30 22:00:00,0.008219,0.008268,0.008215,0.008247,86332
2018-12-30 23:00:00,0.008247,0.008268,0.008229,0.008253,93789
2018-12-31 00:00:00,0.008253,0.008277,0.008248,0.008254,82550
2018-12-31 01:00:00,0.008254,0.00826,0.0082,0.008213,126820
2018-12-31 02:00:00,0.008213,0.008217,0.008156,0.008156,144851
2018-12-31 03:00:00,0.008156,0.008193,0.008147,0.008192,115064
2018-12-31 04:00:00,0.008192,0.008192,0.008149,0.00815,109942
2018-12-31 05:00:00,0.00815,0.008191,0.008147,0.008187,87143
