Timestamp,Open,High,Low,Close,Volume
2018-12-29 23:00:00,9.219e-05,9.326e-05,9.123e-05,9.189e-05,656278
2018-12-30 00:00:00,9.189e-05,9.191e-05,9.106e-05,9.143e-05,275340
2018-12-30 01:00:00,9.143e-05,9.181e-05,9.123e-05,9.132e-05,99907
2018-12-30 02:00:00,9.132e-05,9.152e-05,9.083e-05,9.09e-05,90070
2018-12-30 03:00:00,9.09e-05,9.114e-05,9.059e-05,9.065e-05,156699
2018-12-30 04:00:00,9.065e-05,9.095e-05,9.013e-05,9.073e-05,158874
2018-12-30 05:00:00,9.073e-05,9.122e-05,9.01e-05,9.042e-05,86410
2018-12-30 06:00:00,9.042e-05,9.132e-05,9.003e-05,9.105e-05,96547
2018-12-30 07:00:00,9.105e-05,9.142e-05,9.09e-05,9.107e-05,74257
2018-12-30 08:00:00,9.107e-05,9.179e-05,9.107e-05,9.138e-05,238074
2018-12-30 09:00:00,9.138e-05,9.163e-05,9.111e-05,9.154e-05,153914
2018-12-30 10:00:00,9.154e-05,9.212e-05,9.142e-05,9.198e-05,159706
2018-12-30 11:00:00,9.198e-05,9.242e-05,9.181e-05,9.223e-05,201386
2018-12-30 12:00:00,9.223e-05,9.234e-05,9.162e-05,9.179e-05,240715
2018-12-30 13:00:00,9.179e-05,9.246e-05,9.158e-05,9.245e-05,156266
2018-12-30 14:00:00,9.245e-05,9.283e-05,9.225e-05,9.279e-05,110924
2018-12-30 15:00:00,9.279e-05,9.302e-05,9.239e-05,9.286e-05,216231
2018-12-30 16:00:00,9.286e-05,9.288e-05,9.216e-05,9.233e-05,107475
2018-12-30 17:00:00,9.233e-05,9.336e-05,9.218e-05,9.311e-05,254938
2018-12-30 18:00:00,9.311e-05,9.312e-05,9.251e-05,9.27e-05,191165
2018-12-30 19:00:00,9.27e-05,9.28e-05,9.21e-05,9.23e-05,115997
2018-12-30 20:00:00,9.23e-05,9.276e-05,9.212e-05,9.234e-05,113999
2018-12-30 21:00:00,9.234e-05,9.261e-05,9.212e-05,9.239e-05,98443
2018-12-30 22:00:00,9.239e-05,9.255e-05,9.217e-05,9.228e-05,55393
2018-12-30 23:00:00,9.228e-05,9.231e-05,9.156e-05,9.195e-05,199889
2018-12-31 00:00:00,9.195e-05,9.233e-05,9.163e-05,9.2e-05,94872
2018-12-31 01:00:00,9.2e-05,9.21e-05,9.152e-05,9.19e-05,83604
2018-12-31 02:00:00,9.19e-05,9.212e-05,9.152e-05,9.177e-05,95401
2018-12-31 03:00:00,9.177e-05,9.23e-05,9.155e-05,9.202e-05,80278
2018-12-31 04:00:00,9.202e-05,9.23e-05,9.176e-05,9.177e-05,59179
2018-12-31 05:00:00,9.177e-05,9.196e-05,9.121e-05,9.161e-05,194170
